account_id,relationship_id,product,sub_type,exposure,ead,pd_ttc,pd_pit,lgd,nii,fee_revenue,total_revenue,opex,expected_loss,el_lifetime,credit_capital,op_capital,economic_capital,rwa,reg_capital,capital,net_income,raroc,eva,all_in_rate
TL00011,R193,Term Loan,C&I Term,25761000.0,25761000.0,0.03,0.02748552882377894,0.3,767291.385,42935.0,810226.385,115924.49999999999,231848.99999999997,506068.11397163215,1857877.368896225,121533.95775,1979411.326646225,27213937.978720758,2857463.4877656796,1979411.326646225,409381.7680176685,0.20681995829098143,171852.40882012152,0.07250000000000001
TL00012,R488,Term Loan,CRE Term,3068000.0,3068000.0,0.0012,0.0012000000000000008,0.35,49241.40000000001,5113.333333333333,54354.733333333344,13805.999999999998,1288.56,2961.3766008194502,63527.288676503056,8153.210000000001,71680.49867650306,941975.8347693473,98907.46265078147,71680.49867650306,31935.103124607824,0.44552010259767044,23333.443283427456,0.0587
TL00013,R450,Term Loan,C&I Term,1636000.0,1636000.0,0.005,0.009518063206933724,0.3,35239.44,818.0,36057.44,7361.999999999999,2454.0,10769.786802514587,62446.52549538112,5408.616,67855.14149538112,927944.7714919688,97434.20100665672,67855.14149538112,21928.935840154852,0.32317279659121406,13786.318860709118,0.0572
TL00014,R076,Term Loan,Equipment Finance,3358000.0,3358000.0,0.005,0.003319464097498704,0.3,77066.09999999999,5037.0,82103.09999999999,15110.999999999998,5037.0,11655.614863125978,154230.6527874896,12315.464999999998,166546.1177874896,2281413.7849192726,239548.44741652362,166546.1177874896,51959.01540646194,0.31197974529049594,31973.48127196319,0.0592
TL00015,R399,Term Loan,C&I Term,810000.0,810000.0,0.0025,0.0025,0.3,16127.1,810.0,16937.1,3644.9999999999995,607.5,1080.2954903111195,19398.887229471176,2540.5649999999996,21939.452229471175,296868.06563253695,31171.146891416378,21939.452229471175,10282.244372234325,0.4686645894660136,7649.510104697784,0.0623
TL00016,R103,Term Loan,Equipment Finance,510000.0,510000.0,0.005,0.005000000000000014,0.3,11569.35,1700.0,13269.35,2295.0,765.0,940.4082578668069,15811.51489958437,1990.4025,17801.91739958437,241165.79010424673,25322.407960945904,17801.91739958437,8279.990103111839,0.46511788125166537,6143.760015161714,0.058300000000000005
TL00017,R151,Term Loan,CRE Term,955000.0,955000.0,0.15,0.1344207093518332,0.35,33902.5,682.1428571428571,34584.642857142855,4297.5,50137.5,207367.87959579073,156799.8556749712,5187.696428571428,161987.5521035426,2175648.594384718,228443.1024103954,161987.5521035426,-10346.515654021774,-0.06387228845466021,-29785.021906446884,0.0735
TL00018,R489,Term Loan,C&I Term,436000.0,436000.0,0.07,0.08529499092599514,0.45,11748.02,622.8571428571429,12370.877142857144,1961.9999999999998,13734.000000000004,55254.334082985944,67707.29162739887,1855.6315714285715,69562.92319882744,895060.5626727511,93981.35908063887,69562.92319882744,-491.68223863088264,-0.007068165281460893,-8839.233022490176,0.0703
TL00019,R213,Term Loan,CRE Term,3264000.0,3264000.0,0.016,0.014403622938383499,0.35,74109.12000000001,5440.0,79549.12000000001,14687.999999999998,18278.4,19554.193067880853,195650.05204670044,11932.368,207582.42004670043,2769300.8000395414,290776.58400415187,207582.42004670043,41476.72881056646,0.19980848475143184,16566.83840496241,0.058300000000000005
TL00020,R308,Term Loan,C&I Term,1550000.0,1550000.0,0.03,0.02748552882377894,0.3,45748.25,2583.3333333333335,48331.583333333336,6974.999999999999,13949.999999999998,22382.071733214634,104619.2319604525,7249.7375,111868.9694604525,1536508.6398553888,161333.40718481582,111868.9694604525,24102.289379746173,0.21545107187446402,10678.013044491874,0.0719
TL00021,R083,Term Loan,CRE Term,8237000.0,8237000.0,0.009,0.007977393197169237,0.35,191304.325,4118.5,195422.825,37066.5,25946.549999999996,58283.93871814781,485976.97868971527,29313.42375,515290.4024397153,6875436.981208407,721920.8830268828,515290.4024397153,115708.82617538609,0.2245507108759377,53873.97788262025,0.059000000000000004
TL00022,R420,Term Loan,CRE Term,529000.0,529000.0,0.016,0.016000000000000018,0.35,14124.300000000001,566.7857142857143,14691.085714285715,2380.5,2962.4,15690.15424339747,48750.36729613626,2203.6628571428573,50954.03015327912,682334.7300891773,71645.14665936361,50954.03015327912,8595.53606514209,0.16869197665592167,2481.0524467485966,0.0647
TL00023,R003,Term Loan,C&I Term,15084000.0,15084000.0,0.009,0.0113943664053718,0.3,279054.00000000006,5387.142857142857,284441.1428571429,67878.0,40726.799999999996,338763.5960284871,1025951.3701091981,42666.17142857143,1068617.5415377696,14783528.37147418,1552270.479004789,1068617.5415377696,164903.36983682375,0.1543146761370989,36669.26485229141,0.0625
TL00024,R178,Term Loan,C&I Term,3990000.0,3990000.0,0.0012,0.001645676083919538,0.3,62822.55000000001,2850.0,65672.55000000002,17955.0,1436.3999999999999,9249.82634917726,113297.1825787842,9850.882500000002,123148.0650787842,1683956.8202062566,176815.46612165694,123148.0650787842,38776.98638420524,0.314881004093711,23999.218574751132,0.0596
TL00025,R002,Term Loan,CRE Term,14468000.0,14468000.0,0.0012,0.0008674640378021729,0.35,111692.96,28936.0,140628.96000000002,65105.99999999999,6076.5599999999995,14744.250521879132,378624.3456080971,21094.344,399718.6896080971,5339211.193856303,560617.1753549117,399718.6896080971,64475.032857932936,0.1613010212786079,16508.790104961292,0.0509
TL00026,R260,Term Loan,C&I Term,2602000.0,2602000.0,0.009,0.009000000000000022,0.3,63124.520000000004,6505.0,69629.52,11709.0,7025.4,10375.098045185458,111760.93729879952,10444.428,122205.36529879952,1668394.503206471,175181.42283667944,122205.36529879952,42256.02018864288,0.34577876417556913,27591.376352786938,0.060000000000000005
TL00027,R121,Term Loan,Equipment Finance,3976000.0,3976000.0,0.005,0.003319464097498704,0.3,68267.92,5964.0,74231.92,17892.0,5964.0,12859.479380570623,176340.3820829242,11134.787999999999,187475.1700829242,2579004.1701541278,270795.4378661834,187475.1700829242,43771.22267662636,0.2334774394778009,21274.20226667546,0.060300000000000006
TL00028,R208,Term Loan,CRE Term,1210000.0,1210000.0,0.016,0.012946329388128954,0.35,34019.149999999994,4033.3333333333335,38052.48333333333,5445.0,6776.0,7493.356083470131,74371.10317378477,5707.8724999999995,80078.97567378476,1064396.22755598,111761.60389337789,80078.97567378476,21975.038161548273,0.27441707360328016,12365.561080694102,0.0638
TL00029,R281,Term Loan,CRE Term,5436000.0,5436000.0,0.0025,0.0015908225438521113,0.35,76076.81999999999,7765.714285714285,83842.53428571428,24461.999999999996,4756.499999999999,4266.253356037929,138788.73950621483,12576.380142857142,151365.11964907197,2005584.3297809418,210586.3546269989,151365.11964907197,45943.2094580747,0.30352573673902145,27779.395100186062,0.0562
TL00030,R271,Term Loan,C&I Term,699000.0,699000.0,0.016,0.021728041662807472,0.3,19124.64,2330.0,21454.64,3145.4999999999995,3355.2,11989.301005050544,43461.75784727421,3218.196,46679.95384727421,640373.2254728625,67239.18867465056,46679.95384727421,12730.849849571241,0.2727262732783236,7129.255387898335,0.0702
TL00031,R452,Term Loan,CRE Term,2382000.0,2382000.0,0.0025,0.0015908225438521113,0.35,34157.88,3573.0,37730.88,10719.0,2084.25,3602.5175172254367,81135.44352889746,5659.632,86795.07552889746,1155533.257284932,121330.99201491787,86795.07552889746,21484.622709975538,0.24753273822340843,11069.213646507842,0.0502
TL00032,R401,Term Loan,Equipment Finance,1253000.0,1253000.0,0.0006,0.0004247624344916766,0.3,14177.695,1253.0,15430.695,5638.5,225.54,474.0161715523354,17539.187227583578,2314.60425,19853.791477583578,268584.35433253745,28201.357204916432,19853.791477583578,7851.5797386340955,0.3954700414527431,5469.124761324067,0.0543
TL00033,R358,Term Loan,C&I Term,1012000.0,1012000.0,0.0025,0.0018534008697329086,0.3,21186.22,506.0,21692.22,4554.0,759.0,748.1520723231746,21694.79025897234,3253.833,24948.62325897234,336128.9484038583,35293.539582405116,24948.62325897234,13178.20391655753,0.5282136725447653,10184.36912548085,0.0631
TL00034,R275,Term Loan,C&I Term,6541000.0,6541000.0,0.0012,0.0008674640378021729,0.3,98278.525,6541.0,104819.525,29434.499999999996,2354.7599999999998,7393.925659784403,175330.66554944395,15722.92875,191053.59429944394,2610755.896603854,274129.36914340465,191053.59429944394,61093.22956920173,0.3197701136857363,38166.798253268455,0.0587
TL00035,R236,Term Loan,C&I Term,1035000.0,1035000.0,0.005,0.003319464097498704,0.45,17864.100000000002,1552.5,19416.600000000002,4657.5,2328.7500000000005,2594.4154256168026,52725.90898211149,2912.4900000000002,55638.39898211149,711687.7678501854,74727.21562426946,55638.39898211149,11075.045554216584,0.19905399430665435,4398.437676363205,0.0596
TL00036,R086,Term Loan,C&I Term,469000.0,469000.0,0.07,0.06540044380597015,0.3,13694.8,234.5,13929.3,2110.5,9849.0,42254.218832338775,52586.0086945838,2089.395,54675.403694583794,756767.3421097419,79460.5709215229,54675.403694583794,3096.8503121035214,0.0566406483142309,-3464.1981312465336,0.0732
TL00037,R008,Term Loan,CRE Term,945000.0,945000.0,0.009,0.012786744295018252,0.35,13797.0,1012.5,14809.5,4252.5,2976.7499999999995,25010.937536413538,74987.49572695511,2221.4249999999997,77208.92072695511,1037880.4657087587,108977.44889941966,77208.92072695511,8020.123020470706,0.1038756007072474,-1244.947466763906,0.0586
TL00038,R132,Term Loan,C&I Term,3639000.0,3639000.0,0.016,0.012946329388128954,0.3,78675.18000000001,1299.642857142857,79974.82285714286,16375.499999999998,17467.199999999997,54905.34137374744,260019.26138326948,11996.22342857143,272015.4848118409,3758596.5523849255,394652.63800041715,272015.4848118409,43019.58645702305,0.15815124086329363,10377.728279602139,0.0651
TL00039,R498,Term Loan,CRE Term,3518000.0,3518000.0,0.0012,0.0030159279071590404,0.35,51151.719999999994,1759.0,52910.719999999994,15830.999999999998,1477.56,17429.721034078844,116725.03174861605,7936.607999999998,124661.63974861604,1660345.283603223,174336.25477833842,124661.63974861604,30705.241179044504,0.24630865790761736,15745.84440921058,0.0584
TL00040,R041,Term Loan,C&I Term,17853000.0,17853000.0,0.005,0.0043703789701325865,0.45,404906.04,17853.0,422759.04,80338.5,40169.25000000001,64485.57064787895,937657.8301978231,63413.85599999999,1001071.6861978231,12772581.120737018,1341121.0176773868,1001071.6861978231,259002.3379381483,0.2587250658560395,138873.73559440952,0.0651
TL00041,R307,Term Loan,C&I Term,1296000.0,1296000.0,0.009,0.009000000000000022,0.45,31324.32,648.0,31972.32,5832.0,5248.799999999999,20001.069237947017,116442.82511537065,4795.848,121238.67311537065,1555368.2181287503,163313.66290351877,121238.67311537065,19424.998775355747,0.1602211429423261,4876.358001511269,0.06760000000000001
TL00042,R103,Term Loan,C&I Term,1402000.0,1402000.0,0.005,0.005000000000000014,0.3,29785.49,2804.0,32589.49,6308.999999999999,2103.0,10225.284351513039,77391.45317619287,4888.4235,82279.87667619287,1131877.840767479,118847.1732805853,82279.87667619287,20782.401591545404,0.2525818271864116,10908.81639040226,0.06520000000000001
TL00043,R262,Term Loan,Equipment Finance,940000.0,940000.0,0.005,0.0043703789701325865,0.3,19364.0,940.0,20304.0,4230.0,1410.0,3924.9034849358413,41319.27328016425,3045.6,44364.87328016425,608665.9562790281,63909.925409297946,44364.87328016425,12442.756192177605,0.28046414363908084,7118.971398557896,0.0567
TL00044,R390,Term Loan,CRE Term,1327000.0,1327000.0,0.15,0.12706293362406745,0.35,44607.104999999996,1327.0,45934.104999999996,5971.5,69667.5,186193.94008892213,206077.18520072434,6890.115749999999,212967.30095072434,2860108.315542157,300311.37313192646,212967.30095072434,-16344.296974181809,-0.07674557033506049,-41900.37308826873,0.077
TL00045,R004,Term Loan,C&I Term,4895000.0,4895000.0,0.0025,0.0015908225438521113,0.45,68187.34999999999,8158.333333333333,76345.68333333332,22027.5,5506.875000000001,5394.125454470779,166011.4886140808,11451.852499999997,177463.3411140808,2263619.032739935,237679.99843769317,177463.3411140808,42289.17169433133,0.23829807006251558,20993.570760641633,0.0562
TL00046,R025,Term Loan,CRE Term,4916000.0,4916000.0,0.016,0.012946329388128954,0.35,125358.00000000001,8193.333333333334,133551.33333333334,22122.0,27529.6,52977.440950224154,344967.8422436091,20032.7,365000.5422436091,4872735.105860204,511637.18611532147,365000.5422436091,74443.71319938134,0.20395507563300008,30643.64813014825,0.06820000000000001
TL00047,R270,Term Loan,C&I Term,7887000.0,7887000.0,0.0025,0.0038557500454607127,0.3,107263.2,11267.142857142857,118530.34285714285,35491.5,5915.25,58585.79097376862,330637.8592036264,17779.551428571427,348417.4106321978,4804646.059745266,504487.8362732529,348417.4106321978,68808.62400652668,0.19748905165696093,26998.53473066294,0.05159999999999999
TL00048,R121,Term Loan,C&I Term,1928000.0,1928000.0,0.005,0.003319464097498704,0.3,36545.24,4820.0,41365.24,8676.0,2892.0,4387.339040267307,73211.91188026543,6204.785999999999,79416.69788026542,1086554.1740477395,114088.18827501264,79416.69788026542,24969.634979976567,0.31441290870117344,15439.631234344717,0.0551
TL00049,R066,Term Loan,C&I Term,3910000.0,3910000.0,0.009,0.009000000000000022,0.3,89265.3,1955.0,91220.3,17595.0,10556.999999999998,49204.899392994215,258703.4135372358,13683.045,272386.4585372358,3757051.174027357,394490.3732728725,272386.4585372358,55901.935776799524,0.20523023088960796,23215.56075233123,0.0597
TL00050,R094,Term Loan,Equipment Finance,467000.0,467000.0,0.009,0.012786744295018252,0.3,10752.675,233.5,10986.175,2101.5,1260.8999999999999,5911.619290423624,26276.759259904178,1647.9262499999998,27924.68550990418,384188.6295018037,40339.80609768939,27924.68550990418,6611.145298019796,0.23674914067250608,3260.1830368312953,0.0592
TL00051,R005,Term Loan,CRE Term,37753000.0,37753000.0,0.009,0.01601773139454083,0.35,1038396.265,31460.833333333332,1069857.0983333334,169888.5,118921.94999999998,417846.0120242722,2051771.7702699734,160478.56475,2212250.3350199736,29394955.851291426,3086470.3643855997,2212250.3350199736,658325.8975360178,0.29758200829024806,392855.857333621,0.07
TL00052,R264,Term Loan,CRE Term,1398000.0,1398000.0,0.005,0.003319464097498704,0.35,24108.51,998.5714285714286,25107.081428571426,6290.999999999999,2446.4999999999995,5033.636745023671,70728.11952469077,3766.0622142857137,74494.18173897649,995635.8259476313,104541.76172450128,74494.18173897649,14620.581643396737,0.1962647458109742,5681.2798347195585,0.0543
TL00053,R105,Term Loan,C&I Term,3130000.0,3130000.0,0.03,0.030000000000000013,0.45,91239.5,7825.0,99064.5,14084.999999999998,42255.0,95297.07881728408,334326.6376603284,14859.675,349186.3126603284,4476619.784701317,470045.0773936382,349186.3126603284,42687.81150844121,0.1222493836691871,785.4539892018074,0.0718
TL00054,R127,Term Loan,C&I Term,5796000.0,5796000.0,0.0012,0.0012000000000000008,0.3,60857.99999999999,8280.0,69138.0,26081.999999999996,2086.56,13186.478862309115,172004.69973977914,10370.699999999999,182375.39973977915,2510691.005792507,263622.55560821324,182375.39973977915,36473.07859638594,0.1999890261977616,14588.03062761244,0.048499999999999995
TL00055,R001,Term Loan,CRE Term,6858000.0,6858000.0,0.005,0.005000000000000014,0.35,109728.0,4898.571428571428,114626.57142857143,30860.999999999996,12001.499999999998,59645.082257410315,446396.15052754816,17193.985714285714,463590.13624183385,6218141.087334042,652904.8141700744,463590.13624183385,68105.34167215035,0.14690852187722755,12474.525323130285,0.05399999999999999
TL00056,R313,Term Loan,C&I Term,1479000.0,1479000.0,0.0006,0.0006000000000000015,0.3,18221.28,1232.5,19453.78,6655.499999999999,266.21999999999997,308.8003743794381,11561.786340456181,2918.0669999999996,14479.85334045618,190972.9631290252,20052.161128547643,14479.85334045618,9948.046108741748,0.6870267173872039,8210.463707887007,0.047900000000000005
TL00057,R045,Term Loan,Equipment Finance,415000.0,415000.0,0.016,0.016000000000000018,0.3,12012.175,345.8333333333333,12358.008333333333,1867.4999999999998,1991.9999999999998,3777.0082848283882,23487.626127373376,1853.7012499999998,25341.327377373374,347216.0573641872,36457.68602323966,25341.327377373374,7200.353572395278,0.2841348231357561,4159.394287110474,0.0714
TL00058,R311,Term Loan,CRE Term,3137000.0,3137000.0,0.0025,0.0050938972184401245,0.35,51101.729999999996,3137.0,54238.729999999996,14116.499999999998,2744.8749999999995,22310.890871936605,133408.0485473406,8135.809499999999,141543.8580473406,1888299.9924403953,198271.4992062415,141543.8580473406,32548.363086465182,0.2299524934213613,15563.100120784311,0.0528
TL00059,R398,Term Loan,C&I Term,1209000.0,1209000.0,0.0006,0.0009907184201196765,0.45,13202.279999999999,1209.0,14411.279999999999,5440.5,326.43,2560.8674128635753,36469.33675982348,2161.6919999999996,38631.028759823486,493730.4514295807,51841.69740010597,38631.028759823486,7700.049901512435,0.19932293155807787,3064.326450333617,0.0548
TL00060,R140,Term Loan,CRE Term,9967000.0,9967000.0,0.0025,0.0038557500454607127,0.35,177512.27,24917.5,202429.77,44851.5,8721.125,13450.591246087315,227861.17862825972,30364.4655,258225.6441282597,3389904.5542102554,355939.9781920768,258225.6441282597,120687.11254719287,0.46737074838023457,89700.0352518017,0.059800000000000006
TL00061,R242,Term Loan,Equipment Finance,1119000.0,1119000.0,0.005,0.005000000000000014,0.3,19235.61,279.75,19515.36,5035.5,1678.5,5043.514713376941,47863.08390287958,2927.304,50790.38790287958,699055.1889553905,73400.794840316,50790.38790287958,11215.160350038257,0.22081265399042974,5120.313801692708,0.060200000000000004
TL00062,R247,Term Loan,C&I Term,3537000.0,3537000.0,0.005,0.007400225765952564,0.3,70050.285,2947.5,72997.785,15916.499999999998,5305.5,12457.999657271384,118030.2014517967,10949.66775,128979.86920179671,1761177.1695141364,184923.60279898433,128979.86920179671,43123.547572844574,0.3343432416214906,27645.96326862897,0.0621
TL00063,R481,Term Loan,CRE Term,1495000.0,1495000.0,0.0025,0.0018534008697329086,0.35,25938.25,1601.7857142857142,27540.035714285714,6727.499999999999,1308.1249999999998,2034.4873265796907,44886.72900354582,4131.005357142857,49017.73436068868,649277.20516932,68174.1065427786,49017.73436068868,16257.611050250893,0.3316679414560865,10375.482926968252,0.0599
TL00064,R377,Term Loan,Equipment Finance,2414000.0,2414000.0,0.005,0.0043703789701325865,0.3,50512.95,4023.3333333333335,54536.28333333333,10863.0,3621.0,9297.10362702086,102143.10577514242,8180.442499999999,110323.54827514243,1511165.4963817098,158672.37712007953,110323.54827514243,33667.802355864,0.3051733096174343,20428.976562846907,0.0639
TL00065,R234,Term Loan,C&I Term,652000.0,652000.0,0.0012,0.001645676083919538,0.45,10105.999999999998,326.0,10431.999999999998,2934.0,352.08,2593.1314536095324,29023.567347395445,1564.7999999999997,30588.367347395444,391372.3781345217,41094.099704124776,30588.367347395444,6325.9148285847905,0.2068078611957507,2655.310746897337,0.0595
TL00066,R280,Term Loan,Equipment Finance,891000.0,891000.0,0.0025,0.0038557500454607127,0.3,15913.26,742.5,16655.760000000002,4009.4999999999995,668.25,1934.3192199770742,21836.093287311338,2498.364,24334.45728731134,330551.6121023129,34707.91927074285,24334.45728731134,9815.313820226731,0.40335043039339563,6895.1789457493705,0.060300000000000006
TL00067,R008,Term Loan,C&I Term,10966000.0,10966000.0,0.016,0.021728041662807472,0.3,252711.47,5483.0,258194.47,49346.99999999999,52636.799999999996,135177.89929858907,620639.2966572926,38729.1705,659368.4671572926,9072338.466399223,952595.5389719183,659368.4671572926,138013.23054902238,0.2093112385917285,58889.01449014727,0.0655
TL00068,R071,Term Loan,CRE Term,1449000.0,1449000.0,0.005,0.00381258013092971,0.35,23908.5,1449.0,25357.5,6520.499999999999,2535.7499999999995,5395.381955916436,69862.41467096478,3803.625,73666.03967096478,984285.9365811268,103350.0233410183,73666.03967096478,14544.418320772429,0.1974372232542462,5704.493560256657,0.0594
TL00069,R152,Term Loan,CRE Term,336000.0,336000.0,0.016,0.019651362012927047,0.35,9280.320000000002,560.0,9840.320000000002,1511.9999999999998,1881.6,6709.6512950910865,25168.85855063836,1476.0480000000002,26644.90655063836,355659.44015352504,37344.24121612013,26644.90655063836,5679.137165671679,0.21314156815969837,2481.748379595076,0.0641
TL00070,R006,Term Loan,CRE Term,9109000.0,9109000.0,0.005,0.0043703789701325865,0.35,153304.47,13012.857142857143,166317.32714285713,40990.5,15940.749999999998,57289.80551808189,532820.9352085604,24947.59907142857,557768.534279989,7466255.50398387,783956.8279183063,557768.534279989,99453.7259416039,0.1783064476198653,32521.50182800523,0.0604
TL00071,R047,Term Loan,C&I Term,2484000.0,2484000.0,0.0025,0.0025,0.45,51617.52,4968.0,56585.52,11178.0,2794.5000000000005,2906.134569606116,73845.17027396792,8487.828,82332.99827396791,1040840.3899407797,109288.24094378186,82332.99827396791,34794.9587294963,0.4226125546128421,24914.998936620148,0.0558
TL00072,R367,Term Loan,CRE Term,971000.0,971000.0,0.005,0.00381258013092971,0.35,23804.065,971.0,24775.065,4369.5,1699.2499999999998,2547.8194697707245,40633.40453864688,3716.2597499999997,44349.664288646876,587520.704795689,61689.67400354734,44349.664288646876,15514.470577085805,0.349821601266492,10192.51086244818,0.067
TL00073,R253,Term Loan,C&I Term,1098000.0,1098000.0,0.0025,0.0018534008697329086,0.45,18056.61,1098.0,19154.61,4941.0,1235.2500000000002,4480.14495094799,68217.97941238843,2873.1915,71091.17091238844,911847.2669318628,95743.96302784559,71091.17091238844,11943.681260896486,0.16800512788874555,3412.740751409874,0.0604
TL00074,R035,Term Loan,C&I Term,1497000.0,1497000.0,0.0006,0.0009907184201196765,0.3,13053.84,1497.0,14550.84,6736.499999999999,269.46,2202.5361482637245,31126.883736644228,2182.6259999999997,33309.50973664423,457406.8657486377,48027.720903606954,33309.50973664423,6708.7450548942115,0.20140629831948062,2711.603886496904,0.052700000000000004
TL00075,R399,Term Loan,C&I Term,3566000.0,3566000.0,0.009,0.009000000000000022,0.45,87170.87000000001,8915.0,96085.87000000001,16046.999999999998,14442.3,16022.996400385591,215657.6376581471,14412.880500000001,230070.5181581471,2935923.1709099757,308271.93294554745,230070.5181581471,56585.25656130739,0.2459474469580301,28976.794382329736,0.0665
TL00076,R432,Term Loan,CRE Term,1730000.0,1730000.0,0.016,0.012946329388128954,0.35,47851.8,2883.3333333333335,50735.13333333334,7784.999999999999,9688.0,16191.175134708472,116717.62731052116,7610.27,124327.89731052116,1656981.6143810481,173983.06951001004,124327.89731052116,28917.055608639188,0.2325870237828924,13997.70793137665,0.0702
TL00077,R170,Term Loan,C&I Term,1277000.0,1277000.0,0.07,0.08529499092599514,0.45,41132.16999999999,4256.666666666667,45388.836666666655,5746.5,40225.50000000001,49014.7665356231,163718.35900361775,6808.325499999998,170526.68450361775,2187498.070193584,229687.29737032633,170526.68450361775,4546.406655242507,0.026660969035295204,-15916.795485191622,0.0741
TL00078,R226,Term Loan,C&I Term,2912000.0,2912000.0,0.005,0.003319464097498704,0.3,55750.24,5824.0,61574.24,13103.999999999998,4368.0,9561.867915167366,130108.0928284989,9236.135999999999,139344.22882849892,1913056.369706982,200870.9188192331,139344.22882849892,37594.91453552188,0.26979886322951113,20873.60707610201,0.0623
TL00079,R238,Term Loan,Equipment Finance,1701000.0,1701000.0,0.0012,0.0030159279071590404,0.3,29852.55,2835.0,32687.55,7654.499999999999,612.3599999999999,1539.0280110232318,20420.84972993784,4903.1325,25323.98222993784,334794.7882019604,35153.45276120584,25323.98222993784,19300.70412004798,0.762151226643605,16261.82625245544,0.0595
TL00080,R289,Term Loan,C&I Term,974000.0,974000.0,0.016,0.016000000000000018,0.3,25811.000000000004,243.5,26054.500000000004,4383.0,4675.2,37641.08971133991,76936.84755026204,3908.175,80845.02255026205,1115713.7361593272,117149.94229672935,80845.02255026205,15282.713359820671,0.18903715872327548,5581.310653789225,0.07050000000000001
TL00081,R431,Term Loan,C&I Term,1306000.0,1306000.0,0.009,0.007058385323171436,0.45,28366.32,653.0,29019.32,5877.0,5289.299999999999,19485.172275616722,129895.3436578209,4352.898,134248.24165782088,1725088.1982118324,181134.2608122424,134248.24165782088,17496.39875090784,0.13032869954083717,1386.609751969334,0.0656
TL00082,R189,Term Loan,C&I Term,2792000.0,2792000.0,0.0006,0.0006000000000000015,0.3,24723.16,5584.0,30307.16,12563.999999999998,502.55999999999995,849.1505785328599,26878.713463578537,4546.074,31424.787463578537,421593.67997775006,44267.336397663756,31424.787463578537,14022.345281184309,0.4462192559754387,10251.370785554886,0.0442
